Lead_ID,Lead_Name,Company_Name,Source,Region_ID,Rep_ID,Created_Date,Current_Stage,Email,Phone,Priority,Last_Updated,Deal_Source,Company_ID,Engagement_Level,Follow_Up_Threshold,Project_Term,Budget_Tier,Country,Company_Industry,Service_Category,Deal_Status_Category
LDSTRA-ME-0240,StrategicAnalytics Lead,StrategicAnalytics,Twitter Ads,ME,OC_ME,2024-12-22 10:48:43,Deal Won,contact_63@strategicanalytics.com,-7783983523,High,2025-02-04 6:18:47,Outbound,CMP_S_0240,Medium,3,0-6 months,50-100L,UAE,Real Estate,Consulting,Deal Won
LDSTRA-APAC-0241,StrategicSystems Lead,StrategicSystems,Referrals from Existing Customers,APAC,JL_APAC,2024-08-01 08:14:09,Deal Lost,contact_23@strategicsystems.com,-9586911317,Low,2024-08-22 6:27:56,Inbound,CMP_S_0241,Low,5,0-6 months,50-100L,Australia,Manufacturing,Staffing,Deal Lost
LDCREA-APAC-0242,CreativeTech Lead,CreativeTech,Cold Email Campaigns,APAC,KM_APAC,2024-06-03 03:44:18,Ongoing - Qualified,contact_23@creativetech.com,-1032850657,High,2024-07-23 6:38:39,Outbound,CMP_C_0242,Low,7,0-6 months,20-50L,New Zealand,Technology,AI,Ongoing - Cold
LDCREA-ME-0243,CreativeVentures Lead,CreativeVentures,Webinars,ME,OC_ME,2025-05-03 08:42:16,Deal Lost,contact_97@creativeventures.com,-5110226340,High,2025-05-10 19:39:41,Inbound,CMP_C_0243,High,7,12-24 months,100L+,UAE,Energy,Consulting,Deal Lost
LDFUTU-APAC-0244,FutureConsulting Lead,FutureConsulting,Google Ads,APAC,KM_APAC,2025-04-11 11:34:26,Deal Lost,contact_15@futureconsulting.com,-6008836100,High,2025-05-02 6:18:48,Outbound,CMP_F_0244,High,3,0-6 months,20-50L,Japan,Technology,Staffing,Deal Lost
LDFUTU-NA-0245,FutureAnalytics Lead,FutureAnalytics,LinkedIn,NA,AS_NA,2025-05-25 03:03:13,Deal Won,contact_43@futureanalytics.com,-8377247629,Low,2025-07-16 11:29:34,Inbound,CMP_F_0245,Medium,10,>24 months,50-100L,Canada,Retail,Marketing,Deal Won
LDADVA-LA-0246,AdvancedIndustries Lead,AdvancedIndustries,Instagram Ads,LA,PY_LA,2025-04-26 13:52:01,Deal Lost,contact_99@advancedindustries.com,-6333741549,High,2025-05-04 1:07:43,Outbound,CMP_A_0246,Low,10,>24 months,50-100L,Argentina,Energy,Logistics,Deal Lost
LDINNO-ME-0247,InnovativePartners Lead,InnovativePartners,Google Ads,ME,OC_ME,2023-11-01 18:57:56,Deal Lost,contact_15@innovativepartners.com,-3016942909,High,2023-12-30 7:36:59,Outbound,CMP_I_0247,Low,5,0-6 months,20-50L,Saudi Arabia,Energy,Data,Deal Lost
LDFUTU-AF-0248,FutureConsulting Lead,FutureConsulting,Retargeting Campaigns,AF,TB_AF,2025-03-21 13:17:45,Deal Won,contact_89@futureconsulting.com,-8671486503,High,2025-04-11 7:59:19,Outbound,CMP_F_0248,High,10,12-24 months,100L+,S. Africa,Finance,Staffing,Deal Won
LDINNO-EU-0249,InnovativeSystems Lead,InnovativeSystems,Google Ads,EU,FG_EU,2024-06-24 04:27:23,Deal Won,contact_98@innovativesystems.com,-78587408,High,2024-07-15 4:13:28,Outbound,CMP_I_0249,Medium,5,>24 months,50-100L,Sweden,Banking,Engineering,Deal Won
LDADVA-AF-0250,AdvancedSystems Lead,AdvancedSystems,Google,AF,TB_AF,2024-08-12 06:37:07,Deal Won,contact_88@advancedsystems.com,-1294514715,Medium,2024-09-14 17:42:59,Inbound,CMP_A_0250,High,10,12-24 months,100L+,Kenya,Mining,Service,Deal Won
LDDYNA-LA-0251,DynamicTech Lead,DynamicTech,Twitter Ads,LA,RA_LA,2023-09-05 21:43:46,Deal Won,contact_30@dynamictech.com,-5301154623,Low,2023-09-27 5:29:57,Outbound,CMP_D_0251,Low,5,12-24 months,50-100L,Brazil,Agriculture,Operations,Deal Won
LDGLOB-ME-0252,GlobalVentures Lead,GlobalVentures,Webinars,ME,NA_ME,2025-06-12 04:47:29,Ongoing - Proposal Sent,contact_50@globalventures.com,-4075079078,Medium,2025-08-04 4:24:27,Inbound,CMP_G_0252,Medium,10,12-24 months,100L+,UAE,Energy,Data,Ongoing - Cold
LDDYNA-NA-0253,DynamicPartners Lead,DynamicPartners,Instagram Ads,NA,AS_NA,2023-11-06 09:01:14,Deal Won,contact_49@dynamicpartners.com,-3772469239,Medium,2023-11-23 22:01:26,Outbound,CMP_D_0253,High,5,12-24 months,20-50L,USA,Finance,Data,Deal Won
LDCREA-ME-0254,CreativeTech Lead,CreativeTech,Google Ads,ME,NA_ME,2024-12-14 13:04:40,Ongoing - Proposal,contact_4@creativetech.com,-16285439,Low,2024-12-20 16:23:30,Outbound,CMP_C_0254,Low,10,12-24 months,20-50L,Qatar,Real Estate,Consulting,Ongoing - Cold
LDCREA-LA-0255,CreativeVentures Lead,CreativeVentures,Cold Calling,LA,QH_LA,2025-07-18 10:48:18,Deal Lost,contact_91@creativeventures.com,-2522984094,High,2025-07-22 6:47:36,Outbound,CMP_C_0255,Medium,5,6-12 months,100L+,Argentina,Manufacturing,Operations,Deal Lost
LDSTRA-LA-0256,StrategicConsulting Lead,StrategicConsulting,Word of Mouth,LA,RA_LA,2024-06-25 12:57:14,Deal Lost,contact_50@strategicconsulting.com,-4093463388,Medium,2024-06-27 13:23:58,Inbound,CMP_S_0256,High,3,>24 months,100L+,Colombia,Agriculture,Operations,Deal Lost
LDINNO-APAC-0257,InnovativeSolutions Lead,InnovativeSolutions,Cold Calling,APAC,MT_APAC,2023-09-22 00:02:52,Deal Lost,contact_52@innovativesolutions.com,-5208071514,Low,2023-09-24 2:25:41,Outbound,CMP_I_0257,Low,7,6-12 months,20-50L,Australia,Manufacturing,AI,Deal Lost
LDSTRA-AF-0258,StrategicAnalytics Lead,StrategicAnalytics,Contact UsDemo Request,AF,SW_AF,2025-07-06 10:39:51,Deal Lost,contact_89@strategicanalytics.com,-4370494053,High,2025-08-14 3:41:42,Inbound,CMP_S_0258,High,10,>24 months,50-100L,Morocco,Finance,Staffing,Deal Lost
LDINNO-NA-0259,InnovativeVentures Lead,InnovativeVentures,Telemarketing,NA,AS_NA,2024-03-13 07:47:27,Ongoing - Negotiation,contact_90@innovativeventures.com,-6292265961,Low,2024-05-09 15:48:38,Outbound,CMP_I_0259,Low,7,>24 months,20-50L,Canada,Retail,Marketing,Ongoing - Cold
LDINNO-NA-0260,InnovativeSolutions Lead,InnovativeSolutions,Webinars,NA,CL_NA,2025-04-05 03:17:34,Ongoing - Lead Captured,contact_18@innovativesolutions.com,-7325971024,High,2025-05-15 2:15:55,Inbound,CMP_I_0260,Medium,5,>24 months,50-100L,Canada,Technology,Data,Ongoing - Cold
LDADVA-AF-0261,AdvancedIndustries Lead,AdvancedIndustries,LinkedIn,AF,SW_AF,2025-08-09 12:56:29,Deal Won,contact_93@advancedindustries.com,-6487420136,Low,2025-08-22 8:15:16,Inbound,CMP_A_0261,Medium,5,0-6 months,20-50L,Kenya,Finance,Service,Deal Won
LDDYNA-APAC-0262,DynamicPartners Lead,DynamicPartners,Google,APAC,JL_APAC,2025-07-05 11:47:57,Ongoing - Lead Captured,contact_19@dynamicpartners.com,-4328807911,High,2025-08-15 9:52:09,Inbound,CMP_D_0262,Low,5,>24 months,100L+,S. Korea,E-Commerce,T&M,Ongoing - Active
LDGLOB-AF-0263,GlobalIndustries Lead,GlobalIndustries,Display Ads,AF,SW_AF,2025-07-20 03:48:16,Deal Lost,contact_81@globalindustries.com,-3560271056,High,2025-08-06 0:33:33,Outbound,CMP_G_0263,High,7,12-24 months,100L+,Morocco,Mining,Service,Deal Lost
LDCREA-EU-0264,CreativeSystems Lead,CreativeSystems,Contact UsDemo Request,EU,FG_EU,2024-10-18 06:08:55,Deal Won,contact_42@creativesystems.com,-8727935447,Low,2024-10-30 6:56:02,Inbound,CMP_C_0264,High,3,0-6 months,100L+,UK,Banking,Operations,Deal Won
LDFUTU-NA-0265,FutureVentures Lead,FutureVentures,Instagram posts,NA,CL_NA,2023-10-10 06:09:56,Ongoing - Demo Completed,contact_4@futureventures.com,-1321196626,High,2023-11-18 21:56:27,Inbound,CMP_F_0265,High,7,0-6 months,100L+,Canada,Healthcare,Cloud,Ongoing - Cold
LDCREA-LA-0266,CreativeSolutions Lead,CreativeSolutions,Display Ads,LA,PY_LA,2023-12-17 21:39:27,Deal Won,contact_93@creativesolutions.com,-1154446888,High,2024-01-09 8:22:51,Outbound,CMP_C_0266,Low,3,0-6 months,20-50L,Mexico,Agriculture,Logistics,Deal Won
LDFUTU-NA-0267,FutureConsulting Lead,FutureConsulting,Twitter Ads,NA,AS_NA,2025-06-04 05:21:44,Ongoing - Proposal,contact_60@futureconsulting.com,-1152752565,Low,2025-06-30 12:33:01,Outbound,CMP_F_0267,Medium,10,6-12 months,20-50L,Canada,Retail,Marketing,Ongoing - Cold
LDADVA-AF-0268,AdvancedConsulting Lead,AdvancedConsulting,Twitter,AF,SW_AF,2025-01-05 12:39:46,Ongoing - Qualified,contact_48@advancedconsulting.com,-4861835574,Medium,2025-02-02 16:19:43,Inbound,CMP_A_0268,High,10,0-6 months,100L+,S. Africa,Mining,Service,Ongoing - Cold
LDSTRA-ME-0269,StrategicConsulting Lead,StrategicConsulting,Facebook,ME,NA_ME,2025-07-16 22:30:14,Deal Won,contact_11@strategicconsulting.com,-6009427940,High,2025-08-22 6:40:59,Inbound,CMP_S_0269,Low,10,6-12 months,100L+,Qatar,Energy,Consulting,Deal Won
LDDYNA-APAC-0270,DynamicConsulting Lead,DynamicConsulting,Twitter Ads,APAC,KM_APAC,2025-07-24 07:12:45,Ongoing - Proposal,contact_56@dynamicconsulting.com,-9606479019,High,2025-07-27 0:24:51,Outbound,CMP_D_0270,Low,5,12-24 months,100L+,China,E-Commerce,T&M,Ongoing - Active
LDINNO-LA-0271,InnovativeConsulting Lead,InnovativeConsulting,Google Ads,LA,QH_LA,2025-05-03 15:00:06,Deal Lost,contact_80@innovativeconsulting.com,-4246937375,Medium,2025-06-14 10:56:35,Outbound,CMP_I_0271,High,10,>24 months,20-50L,Colombia,Manufacturing,Logistics,Deal Lost
LDCREA-ME-0272,CreativeConsulting Lead,CreativeConsulting,Telemarketing,ME,NA_ME,2023-10-19 00:40:32,Ongoing - Demo Scheduled,contact_9@creativeconsulting.com,-4970481855,High,2023-11-02 3:13:16,Outbound,CMP_C_0272,Medium,5,>24 months,20-50L,Qatar,Energy,Consulting,Ongoing - Cold
LDINNO-EU-0273,InnovativeConsulting Lead,InnovativeConsulting,LinkedIn Ads,EU,FG_EU,2024-08-30 03:17:14,Deal Lost,contact_64@innovativeconsulting.com,-9535519402,High,2024-09-27 18:25:54,Outbound,CMP_I_0273,High,3,>24 months,20-50L,Germany,Pharmaceuticals,Consulting,Deal Lost
LDGLOB-NA-0274,GlobalTech Lead,GlobalTech,Facebook Ads,NA,BJ_NA,2025-02-19 01:10:50,Deal Lost,contact_11@globaltech.com,-4428788925,Low,2025-03-23 7:55:53,Outbound,CMP_G_0274,Medium,7,6-12 months,50-100L,Canada,Retail,Cloud,Deal Lost
LDLEAD-ME-0275,LeadingVentures Lead,LeadingVentures,Content Marketing,ME,OC_ME,2024-08-02 19:20:29,Ongoing - Qualified,contact_5@leadingventures.com,-5250285805,Low,2024-09-02 21:57:30,Inbound,CMP_L_0275,High,10,6-12 months,20-50L,Qatar,Banking,Consulting,Ongoing - Cold
LDSTRA-AF-0276,StrategicIndustries Lead,StrategicIndustries,Webinars,AF,SW_AF,2025-04-27 12:55:06,Deal Lost,contact_2@strategicindustries.com,-9796203750,Low,2025-06-18 23:09:43,Inbound,CMP_S_0276,Low,3,>24 months,20-50L,S. Africa,Mining,Service,Deal Lost
LDINNO-NA-0277,InnovativeSystems Lead,InnovativeSystems,Google Ads,NA,CL_NA,2025-04-24 19:44:15,Deal Won,contact_85@innovativesystems.com,-5179020638,Medium,2025-06-15 11:01:07,Outbound,CMP_I_0277,Low,7,0-6 months,100L+,Canada,Finance,Marketing,Deal Won
LDADVA-NA-0278,AdvancedAnalytics Lead,AdvancedAnalytics,Twitter Ads,NA,CL_NA,2025-04-03 13:34:18,Deal Lost,contact_89@advancedanalytics.com,-2526274319,Medium,2025-04-11 17:19:01,Outbound,CMP_A_0278,High,7,12-24 months,50-100L,USA,Technology,Data,Deal Lost
LDSTRA-APAC-0279,StrategicVentures Lead,StrategicVentures,Cold Email Campaigns,APAC,JL_APAC,2024-05-26 16:06:31,Ongoing - Proposal,contact_38@strategicventures.com,-7916838717,Low,2024-06-10 4:44:45,Outbound,CMP_S_0279,High,7,6-12 months,100L+,Australia,Manufacturing,T&M,Ongoing - Cold
LDCREA-APAC-0280,CreativeAnalytics Lead,CreativeAnalytics,Cold Calling,APAC,MT_APAC,2024-02-26 18:54:24,Deal Won,contact_97@creativeanalytics.com,-9964797614,High,2024-04-21 5:41:07,Outbound,CMP_C_0280,Medium,3,12-24 months,100L+,China,Technology,T&M,Deal Won
LDLEAD-LA-0281,LeadingPartners Lead,LeadingPartners,Instagram Ads,LA,PY_LA,2024-06-17 08:45:33,Deal Won,contact_42@leadingpartners.com,-2012917438,Medium,2024-08-09 9:32:04,Outbound,CMP_L_0281,Medium,5,0-6 months,100L+,Chile,Manufacturing,Logistics,Deal Won
LDADVA-NA-0282,AdvancedConsulting Lead,AdvancedConsulting,Webinars,NA,BJ_NA,2025-01-10 05:29:47,Deal Lost,contact_48@advancedconsulting.com,-8047434640,High,2025-02-17 14:17:57,Inbound,CMP_A_0282,Medium,5,12-24 months,100L+,Canada,Technology,Cloud,Deal Lost
LDADVA-APAC-0283,AdvancedPartners Lead,AdvancedPartners,Cold Email Campaigns,APAC,IG_APAC,2024-03-12 10:28:04,Deal Won,contact_47@advancedpartners.com,-575748701,Low,2024-05-08 17:19:53,Outbound,CMP_A_0283,Low,3,>24 months,20-50L,Australia,Technology,T&M,Deal Won
LDDYNA-APAC-0284,DynamicPartners Lead,DynamicPartners,Telemarketing,APAC,IG_APAC,2024-08-22 11:24:48,Deal Won,contact_96@dynamicpartners.com,-9184830382,Low,2024-09-21 19:26:33,Outbound,CMP_D_0284,Low,10,>24 months,50-100L,New Zealand,Finance,Staffing,Deal Won
LDFUTU-LA-0285,FutureIndustries Lead,FutureIndustries,Cold Calling,LA,PY_LA,2024-06-25 09:58:42,Deal Lost,contact_74@futureindustries.com,-9328297216,Low,2024-06-30 20:50:28,Outbound,CMP_F_0285,Low,3,0-6 months,100L+,Colombia,Manufacturing,Operations,Deal Lost
LDADVA-NA-0286,AdvancedPartners Lead,AdvancedPartners,Cold Calling,NA,CL_NA,2025-05-18 15:57:06,Ongoing - Contacted,contact_50@advancedpartners.com,-6167223596,Low,2025-06-27 17:45:38,Outbound,CMP_A_0286,Low,3,6-12 months,50-100L,Canada,Technology,Data,Ongoing - Cold
LDGLOB-EU-0287,GlobalTech Lead,GlobalTech,Instagram Ads,EU,FG_EU,2025-05-23 23:05:06,Deal Won,contact_48@globaltech.com,-1505629471,Low,2025-06-19 22:37:58,Outbound,CMP_G_0287,High,10,12-24 months,50-100L,Netherlands,Banking,Consulting,Deal Won
LDINNO-NA-0288,InnovativeConsulting Lead,InnovativeConsulting,Facebook,NA,DK_NA,2025-07-10 18:14:50,Deal Lost,contact_69@innovativeconsulting.com,-3230468384,High,2025-07-26 15:55:54,Inbound,CMP_I_0288,High,7,>24 months,50-100L,USA,Finance,Data,Deal Lost
LDGLOB-NA-0289,GlobalSolutions Lead,GlobalSolutions,Referrals from Existing Customers,NA,BJ_NA,2025-03-31 10:39:28,Deal Won,contact_31@globalsolutions.com,-7993934826,High,2025-04-29 6:44:34,Inbound,CMP_G_0289,Low,7,6-12 months,50-100L,USA,Healthcare,Marketing,Deal Won
LDCREA-NA-0290,CreativeVentures Lead,CreativeVentures,Google,NA,DK_NA,2024-11-23 17:47:00,Deal Lost,contact_19@creativeventures.com,-8039406011,High,2024-11-30 1:56:54,Inbound,CMP_C_0290,High,10,0-6 months,20-50L,USA,Technology,Cloud,Deal Lost
LDLEAD-APAC-0291,LeadingSolutions Lead,LeadingSolutions,LinkedIn Ads,APAC,JL_APAC,2024-04-21 01:47:42,Ongoing - Demo Scheduled,contact_78@leadingsolutions.com,-6554724216,Low,2024-04-24 11:23:39,Outbound,CMP_L_0291,High,10,0-6 months,50-100L,Japan,E-Commerce,AI,Ongoing - Cold
LDGLOB-ME-0292,GlobalPartners Lead,GlobalPartners,Instagram Ads,ME,OC_ME,2023-10-31 10:45:50,Deal Lost,contact_67@globalpartners.com,-3831138692,High,2023-12-29 7:11:51,Outbound,CMP_G_0292,Low,7,12-24 months,50-100L,Saudi Arabia,Banking,Consulting,Deal Lost
LDFUTU-APAC-0293,FutureTech Lead,FutureTech,Content Marketing,APAC,LS_APAC,2023-11-05 15:58:55,Deal Lost,contact_25@futuretech.com,-1709097954,Medium,2023-11-14 16:43:27,Inbound,CMP_F_0293,High,7,0-6 months,50-100L,China,Manufacturing,T&M,Deal Lost
LDGLOB-NA-0294,GlobalVentures Lead,GlobalVentures,Pricing Page,NA,DK_NA,2024-12-08 17:29:13,Ongoing - Negotiation,contact_31@globalventures.com,-2519543721,Low,2025-01-16 1:58:46,Inbound,CMP_G_0294,Medium,10,0-6 months,100L+,Canada,Retail,Cloud,Ongoing - Cold
LDLEAD-APAC-0295,LeadingIndustries Lead,LeadingIndustries,Instagram Ads,APAC,IG_APAC,2023-09-06 04:10:54,Deal Lost,contact_47@leadingindustries.com,-205053638,Low,2023-09-17 10:27:00,Outbound,CMP_L_0295,High,10,0-6 months,20-50L,New Zealand,Finance,Staffing,Deal Lost
LDDYNA-AF-0296,DynamicSystems Lead,DynamicSystems,Twitter Ads,AF,TB_AF,2025-07-02 14:12:30,Deal Lost,contact_98@dynamicsystems.com,-5616292570,High,2025-07-25 1:55:00,Outbound,CMP_D_0296,Low,3,6-12 months,100L+,Morocco,Telecommunications,Service,Deal Lost
LDADVA-ME-0297,AdvancedIndustries Lead,AdvancedIndustries,Cold Calling,ME,NA_ME,2023-09-12 15:42:46,Ongoing - Negotiation,contact_60@advancedindustries.com,-34376693,Medium,2023-11-06 6:08:01,Outbound,CMP_A_0297,High,7,6-12 months,100L+,Qatar,Banking,Data,Ongoing - Cold
LDCREA-NA-0298,CreativeSystems Lead,CreativeSystems,Facebook,NA,DK_NA,2024-03-03 22:17:43,Deal Lost,contact_85@creativesystems.com,-8128643093,Low,2024-03-14 14:37:56,Inbound,CMP_C_0298,Medium,5,6-12 months,20-50L,Canada,Healthcare,Data,Deal Lost
LDDYNA-EU-0299,DynamicSolutions Lead,DynamicSolutions,LinkedIn Ads,EU,GW_EU,2024-12-28 02:39:37,Deal Won,contact_80@dynamicsolutions.com,-7896742029,High,2025-01-11 1:42:21,Outbound,CMP_D_0299,High,5,12-24 months,20-50L,Sweden,Consulting,Consulting,Deal Won
LDFUTU-APAC-0300,FutureIndustries Lead,FutureIndustries,LinkedIn,APAC,MT_APAC,2025-03-03 20:47:47,Deal Won,contact_6@futureindustries.com,-4173944709,Medium,2025-03-22 10:48:16,Inbound,CMP_F_0300,High,5,0-6 months,20-50L,India,E-Commerce,T&M,Deal Won
LDLEAD-APAC-0301,LeadingSystems Lead,LeadingSystems,Instagram posts,APAC,IG_APAC,2023-10-04 09:56:29,Deal Lost,contact_61@leadingsystems.com,-2672447624,Medium,2023-10-10 0:40:26,Inbound,CMP_L_0301,Medium,5,>24 months,50-100L,New Zealand,Manufacturing,T&M,Deal Lost
LDFUTU-APAC-0302,FutureTech Lead,FutureTech,Lists,APAC,KM_APAC,2025-08-19 11:52:43,Deal Lost,contact_40@futuretech.com,-7287722459,High,2025-10-17 10:55:53,Outbound,CMP_F_0302,High,5,0-6 months,20-50L,Singapore,Technology,T&M,Deal Lost
LDGLOB-NA-0303,GlobalVentures Lead,GlobalVentures,Third-Party Lead Generation Vendors,NA,BJ_NA,2023-10-13 11:48:08,Deal Won,contact_31@globalventures.com,-4908196673,Medium,2023-10-29 8:25:11,Outbound,CMP_G_0303,Low,10,6-12 months,100L+,Canada,Finance,Cloud,Deal Won
LDLEAD-NA-0304,LeadingConsulting Lead,LeadingConsulting,Cold Calling,NA,DK_NA,2025-05-15 04:53:53,Deal Lost,contact_98@leadingconsulting.com,-1824128611,Low,2025-07-05 10:16:17,Outbound,CMP_L_0304,Medium,5,0-6 months,50-100L,Canada,Retail,Data,Deal Lost
LDADVA-AF-0305,AdvancedAnalytics Lead,AdvancedAnalytics,LinkedIn,AF,TB_AF,2025-02-02 10:29:21,Ongoing - Qualified,contact_94@advancedanalytics.com,-5005677611,High,2025-03-28 9:34:18,Inbound,CMP_A_0305,Medium,7,>24 months,20-50L,Mozambique,Telecommunications,Staffing,Ongoing - Cold
LDFUTU-NA-0306,FutureSolutions Lead,FutureSolutions,Display Ads,NA,CL_NA,2025-01-11 20:24:44,Ongoing - Lead Captured,contact_52@futuresolutions.com,-2027290118,High,2025-03-11 6:40:01,Outbound,CMP_F_0306,High,7,12-24 months,20-50L,USA,Healthcare,Cloud,Ongoing - Cold
LDDYNA-LA-0307,DynamicVentures Lead,DynamicVentures,Instagram Ads,LA,RA_LA,2025-05-14 23:54:17,Ongoing - Responded,contact_69@dynamicventures.com,-5012454227,High,2025-06-26 17:01:01,Outbound,CMP_D_0307,Medium,7,0-6 months,20-50L,Brazil,Manufacturing,Operations,Ongoing - Cold
LDDYNA-EU-0308,DynamicAnalytics Lead,DynamicAnalytics,Telemarketing,EU,GW_EU,2024-05-26 04:40:44,Deal Won,contact_8@dynamicanalytics.com,-2579320601,High,2024-06-06 19:08:16,Outbound,CMP_D_0308,High,7,12-24 months,50-100L,Germany,Pharmaceuticals,Operations,Deal Won
LDINNO-ME-0309,InnovativePartners Lead,InnovativePartners,Contact UsDemo Request,ME,OC_ME,2025-08-04 20:00:01,Ongoing - Contacted,contact_58@innovativepartners.com,-83843827,Low,2025-08-18 10:09:14,Inbound,CMP_I_0309,Low,10,0-6 months,20-50L,Saudi Arabia,Real Estate,Consulting,Ongoing - Active
LDLEAD-NA-0310,LeadingTech Lead,LeadingTech,Content Marketing,NA,CL_NA,2025-02-20 15:20:05,Deal Lost,contact_17@leadingtech.com,-5757503407,High,2025-04-03 22:12:53,Inbound,CMP_L_0310,Medium,3,0-6 months,50-100L,Canada,Healthcare,Marketing,Deal Lost
LDINNO-LA-0311,InnovativeAnalytics Lead,InnovativeAnalytics,Facebook Ads,LA,RA_LA,2025-04-06 18:22:59,Deal Lost,contact_3@innovativeanalytics.com,-4642275009,Medium,2025-05-28 17:46:53,Outbound,CMP_I_0311,Low,10,>24 months,50-100L,Chile,Agriculture,Operations,Deal Lost
LDINNO-EU-0312,InnovativeSystems Lead,InnovativeSystems,Webinars,EU,EB_EU,2024-10-02 00:51:34,Ongoing - Demo Scheduled,contact_46@innovativesystems.com,-9536342539,Medium,2024-11-20 23:31:28,Inbound,CMP_I_0312,Low,10,0-6 months,100L+,UK,Automotive,Consulting,Ongoing - Cold
LDINNO-EU-0313,InnovativeSystems Lead,InnovativeSystems,Facebook,EU,GW_EU,2025-07-22 03:01:06,Deal Won,contact_58@innovativesystems.com,-7630023887,Medium,2025-07-28 15:21:59,Inbound,CMP_I_0313,Medium,3,6-12 months,50-100L,France,Automotive,Consulting,Deal Won
LDFUTU-NA-0314,FutureSolutions Lead,FutureSolutions,Facebook,NA,DK_NA,2024-04-29 04:13:55,Deal Lost,contact_2@futuresolutions.com,-8215902369,Medium,2024-06-24 8:23:11,Inbound,CMP_F_0314,Low,7,12-24 months,100L+,Canada,Retail,Cloud,Deal Lost
LDSTRA-NA-0315,StrategicPartners Lead,StrategicPartners,Google Ads,NA,BJ_NA,2024-07-19 20:42:30,Deal Lost,contact_54@strategicpartners.com,-5695777558,High,2024-08-06 6:04:24,Outbound,CMP_S_0315,Medium,10,0-6 months,50-100L,Canada,Finance,Marketing,Deal Lost
LDFUTU-APAC-0316,FutureSystems Lead,FutureSystems,Display Ads,APAC,JL_APAC,2025-06-06 02:24:24,Deal Lost,contact_55@futuresystems.com,-7357499643,High,2025-07-02 0:29:36,Outbound,CMP_F_0316,High,10,12-24 months,50-100L,Japan,Finance,AI,Deal Lost
LDDYNA-APAC-0317,DynamicIndustries Lead,DynamicIndustries,Content Marketing,APAC,LS_APAC,2025-05-14 17:07:43,Deal Won,contact_72@dynamicindustries.com,-5544948452,Medium,2025-07-03 0:35:13,Inbound,CMP_D_0317,Medium,3,12-24 months,20-50L,Australia,Finance,T&M,Deal Won
LDSTRA-AF-0318,StrategicVentures Lead,StrategicVentures,Cold Calling,AF,TB_AF,2025-01-23 12:02:00,Deal Won,contact_67@strategicventures.com,-2656659250,Low,2025-02-15 19:32:23,Outbound,CMP_S_0318,High,7,6-12 months,50-100L,Mozambique,Mining,Service,Deal Won
LDCREA-LA-0319,CreativeAnalytics Lead,CreativeAnalytics,Twitter Ads,LA,RA_LA,2024-04-04 06:34:02,Deal Lost,contact_66@creativeanalytics.com,-5661867180,Medium,2024-05-21 20:04:27,Outbound,CMP_C_0319,Medium,10,12-24 months,100L+,Mexico,Manufacturing,Logistics,Deal Lost
LDCREA-EU-0320,CreativeTech Lead,CreativeTech,Cold Email Campaigns,EU,EB_EU,2024-03-15 23:10:31,Deal Lost,contact_55@creativetech.com,-1912877012,Low,2024-04-05 23:46:54,Outbound,CMP_C_0320,Low,10,6-12 months,20-50L,Germany,Banking,Engineering,Deal Lost
LDCREA-LA-0321,CreativeVentures Lead,CreativeVentures,Retargeting Campaigns,LA,RA_LA,2024-09-06 18:16:51,Deal Won,contact_25@creativeventures.com,-8772425799,Medium,2024-10-18 7:30:37,Outbound,CMP_C_0321,Medium,3,0-6 months,20-50L,Mexico,Manufacturing,Logistics,Deal Won
LDADVA-APAC-0322,AdvancedTech Lead,AdvancedTech,Instagram Ads,APAC,JL_APAC,2024-09-07 07:36:24,Deal Lost,contact_82@advancedtech.com,-9238763992,High,2024-09-20 0:34:21,Outbound,CMP_A_0322,Medium,3,>24 months,20-50L,Japan,Finance,Staffing,Deal Lost
LDFUTU-AF-0323,FutureSolutions Lead,FutureSolutions,Telemarketing,AF,SW_AF,2025-05-18 06:35:59,Deal Won,contact_90@futuresolutions.com,-7817324068,Medium,2025-05-22 14:09:40,Outbound,CMP_F_0323,High,3,6-12 months,100L+,Kenya,Mining,Service,Deal Won
LDDYNA-LA-0324,DynamicPartners Lead,DynamicPartners,Retargeting Campaigns,LA,QH_LA,2023-09-16 19:13:49,Ongoing - Proposal Sent,contact_73@dynamicpartners.com,-6076647915,Low,2023-09-23 17:28:07,Outbound,CMP_D_0324,High,10,6-12 months,100L+,Brazil,Energy,Operations,Ongoing - Cold
LDCREA-NA-0325,CreativeAnalytics Lead,CreativeAnalytics,LinkedIn Ads,NA,BJ_NA,2025-03-30 09:17:51,Deal Won,contact_6@creativeanalytics.com,-442897103,Low,2025-04-25 16:47:46,Outbound,CMP_C_0325,Medium,7,12-24 months,100L+,Canada,Finance,Marketing,Deal Won
LDGLOB-NA-0326,GlobalVentures Lead,GlobalVentures,Cold Email Campaigns,NA,CL_NA,2025-05-13 04:35:03,Ongoing - Lead Captured,contact_29@globalventures.com,-7054027337,Low,2025-07-08 12:55:32,Outbound,CMP_G_0326,Low,10,>24 months,20-50L,Canada,Retail,Cloud,Ongoing - Cold
LDFUTU-AF-0327,FutureVentures Lead,FutureVentures,Twitter,AF,SW_AF,2024-05-01 22:47:03,Ongoing - Qualified,contact_71@futureventures.com,-2294517188,Low,2024-05-18 10:01:31,Inbound,CMP_F_0327,Medium,3,12-24 months,50-100L,Kenya,Telecommunications,Staffing,Ongoing - Cold
